callsign,valid_from,valid_to,days,origin,departure_time,destination,flight_time,flight_rules,aircraft_type,rvsm,equipment,pbn,route,alt,eet,performance,operator,remark
AZU6010,040825,060825,123,SBBR,0845,SBSP,0124,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0440F390 GEBEP UZ2 ENTIT,,,,,
AZU6010,020825,020825,6,SBBR,0820,SBSP,0124,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0440F390 GEBEP UZ2 ENTIT,,,,,
AZU6010,030825,030825,7,SBBR,0900,SBSP,0124,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0440F390 GEBEP UZ2 ENTIT,,,,,
AZU6010,310725,010825,45,SBBR,0825,SBSP,0124,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0440F390 GEBEP UZ2 ENTIT,,,,,
AZU6011,310725,060825,12345,SBSP,1015,SBBR,0127,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0438F400 GERTU UZ25 PABIN,,,,,
AZU6012,310725,060825,12345,SBBR,1440,SBSP,0124,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0440F390 GEBEP UZ2 ENTIT,,,,,
AZU6027,030825,030825,7,SBCF,1850,SBSP,0105,IS,E195/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0432F340 ANDEM UZ30 ENTIT,,,,,
AZU6032,030825,030825,7,SBSP,1800,SBRF,0251,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0449F370 NUXEL UZ23 ANBEX,,EET/SBRE0055,,,
AZU6038,020825,020825,6,SBSP,0920,SBCF,0052,IS,E195/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0448F370 NUXEL UZ23 KIBAP,,,,,
AZU6038,030825,030825,7,SBSP,1525,SBCF,0052,IS,E195/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0448F370 NUXEL UZ23 KIBAP,,,,,
AZU6041,310725,060825,12345,SBCF,1225,SBSP,0105,IS,E195/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0432F340 ANDEM UZ30 ENTIT,,,,,
AZU6044,310725,060825,12345,SBCF,1430,SBSP,0105,IS,E195/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0432F340 ANDEM UZ30 ENTIT,,,,,
AZU6050,020825,020825,6,SBSP,1205,SBBR,0130,IS,E195/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0436F340 GERTU UZ25 PABIN,,,,,
AZU6064,020825,020825,6,SBSP,1325,SBCF,0052,IS,E195/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0448F370 NUXEL UZ23 KIBAP,,,,,
AZU6072,310725,310725,4,SBGR,1540,SBCF,0048,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0404F310 NUXEL UZ23 KIBAP,,,,,
AZU6072,010825,010825,5,SBGR,1545,SBCF,0048,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0404F310 NUXEL UZ23 KIBAP,,,,,
AZU6072,020825,020825,6,SBGR,1630,SBCF,0051,IS,E195/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0404F310 NUXEL UZ23 KIBAP,,,,,
AZU6073,020825,020825,6,SBCF,1845,SBGR,0054,IS,E195/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0467F360 PUDVA UZ21 VUNOX,,,,,
AZU6073,310725,310725,4,SBCF,1730,SBGR,0059,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0467F360 PUDVA UZ21 VUNOX,,,,,
AZU6073,010825,010825,5,SBCF,1735,SBGR,0059,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0467F360 PUDVA UZ21 VUNOX,,,,,
AZU6090,310725,060825,1234567,SBKP,0200,SBFZ,0302,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0450F380 ISMOB UZ26 BIXAN | N0450F390 UM654 DOTKU,,EET/SBRE0113,,,
AZU6093,310725,060825,12345,SBSP,1225,SBCF,0052,IS,E195/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0448F370 NUXEL UZ23 KIBAP,,,,,
AZU6122,310725,030825,47,SBCF,1700,SBUR,0106,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0262F180 MIMIP DCT KOMLU DCT,,,,,
AZU6122,040825,060825,123,SBCF,1220,SBUR,0106,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0262F180 MIMIP DCT KOMLU DCT,,,,,
AZU6122,010825,020825,56,SBCF,1215,SBUR,0106,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0262F180 MIMIP DCT KOMLU DCT,,,,,
AZU6123,040825,060825,123,SBUR,1415,SBCF,0108,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0260F190 DCT KOMLU DCT VULAD,,,,,
AZU6123,310725,030825,47,SBUR,1855,SBCF,0108,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0260F190 DCT KOMLU DCT VULAD,,,,,
AZU6123,010825,020825,56,SBUR,1410,SBCF,0108,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0260F190 DCT KOMLU DCT VULAD,,,,,
AZU6170,020825,060825,1236,SBCF,0115,SBRP,0116,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0259F160 ANDEM DCT EGBAL DCT,,,,,
AZU6170,310725,010825,45,SBCF,0110,SBRP,0116,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0259F160 ANDEM DCT EGBAL DCT,,,,,
AZU6171,310725,060825,123456,SBRP,0900,SBCF,0112,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0262F190 KEXIT DCT VULAD,,,,,
AZU6174,030825,030825,7,SBCF,2030,SBRP,0116,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0259F160 ANDEM DCT EGBAL DCT,,,,,
AZU6174,310725,060825,12345,SBCF,2025,SBRP,0116,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0259F160 ANDEM DCT EGBAL DCT,,,,,
AZU6175,030825,030825,7,SBRP,2230,SBCF,0112,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0262F190 KEXIT DCT VULAD,,,,,
AZU6175,310725,060825,12345,SBRP,2225,SBCF,0112,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0262F190 KEXIT DCT VULAD,,,,,
AZU6176,310725,310725,4,SBCF,2000,SBSR,0137,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0262F180 ANDEM DCT NILSU DCT,,,,,
AZU6176,010825,060825,12357,SBCF,1955,SBSR,0137,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0262F180 ANDEM DCT NILSU DCT,,,,,
AZU6180,310725,020825,456,SBUR,2245,SBKP,0106,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0264F180 DCT LOKAR Z65 UTLOT,,,,,
AZU6181,310725,020825,456,SBKP,2100,SBUR,0115,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0261F170 KP179 DCT,,,,,
AZU6182,020825,020825,6,SBCF,1655,SBRP,0116,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0259F160 ANDEM DCT EGBAL DCT,,,,,
AZU6183,020825,020825,6,SBRP,1855,SBCF,0112,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0262F190 KEXIT DCT VULAD,,,,,
AZU6194,310725,060825,1234567,SBCF,0110,SBSR,0137,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0262F180 ANDEM DCT NILSU DCT,,,,,
AZU6195,310725,060825,1234567,SBSR,0805,SBCF,0124,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0263F170 DCT VUPOG DCT VULAD,,,,,
AZU6210,310725,060825,123457,SBSR,2215,SBCF,0124,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0263F170 DCT VUPOG DCT VULAD,,,,,
AZU6503,310725,060825,12345,SBCF,1640,SBSP,0105,IS,E195/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0432F340 ANDEM UZ30 ENTIT,,,,,
AZU6595,310725,060825,123456,SBKP,0105,SBBR,0116,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0439F380 ISMOB UZ26 AZOIC,,,,,
AZU6596,310725,060825,123456,SBBR,0905,SBKP,0118,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0438F390 GEBEP UZ2 ENTIT,,,,,
AZU9000,010825,060825,23567,SBKP,0145,SBCF,0048,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0457F290 KONVI UZ23 KIBAP,,,,,
AZU9001,040825,040825,1,SBCF,0120,SBKP,0057,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0410F380 ANDEM UZ30 ENTIT,,,,,
AZU9001,020825,020825,6,SBCF,0915,SBKP,0057,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0410F380 ANDEM UZ30 ENTIT,,,,,
AZU9001,310725,310725,4,SBCF,0940,SBKP,0057,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0410F380 ANDEM UZ30 ENTIT,,,,,
AZU9002,010825,050825,25,SBCF,1015,SBKP,0057,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0410F380 ANDEM UZ30 ENTIT,,,,,
AZU9003,050825,050825,2,SBKP,1120,SBCF,0050,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0432F370 KONVI UZ23 KIBAP,,,,,
AZU9004,050825,050825,2,SBCF,1310,SBKP,0058,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0400F280 ANDEM UZ30 ENTIT,,,,,
AZU9012,040825,040825,1,SBKP,1000,SBCF,0050,IS,E195/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0432F370 KONVI UZ23 KIBAP,,,,,
AZU9014,020825,020825,6,SBKP,0215,SBSL,0305,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0446F380 ISMOB UZ26 BIXAN | N0450F390 DCT EGDUP DCT NECTO DCT KILAB DCT KOKBO DCT ISKAB DCT,,EET/SBRE0127,,,
AZU9014,030825,030825,7,SBKP,0210,SBSL,0305,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0446F380 ISMOB UZ26 BIXAN | N0450F390 DCT EGDUP DCT NECTO DCT KILAB DCT KOKBO DCT ISKAB DCT,,EET/SBRE0127,,,
AZU9022,020825,020825,6,SBKP,0200,SBSG,0253,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0450F390 KONVI UZ23 ILPIR UZ72 TOGUN,,EET/SBRE0105,,,
AZU9022,030825,030825,7,SBKP,0200,SBSG,0253,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0450F390 KONVI UZ23 ILPIR UZ72 TOGUN,,EET/SBRE0105,,,
AZU9036,030825,030825,7,SBCF,0000,SBKP,0057,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0410F380 ANDEM UZ30 ENTIT,,,,,
AZU9041,030825,030825,7,SBKP,0100,SBRF,0244,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0443F370 KONVI UZ23 ANBEX,,EET/SBRE0107,,,
AZU9046,060825,060825,3,SBKP,1000,SBCF,0048,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0457F290 KONVI UZ23 KIBAP,,,,,
AZU9054,310725,310725,4,SBCF,2135,SBVT,0045,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0387F290 EVPAD UZ35 KIGOK,,EET/SBRE0015,,,
AZU9087,310725,310725,4,SBCF,0945,SBJP,0217,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0448F370 ILPIR UZ23 ANBEX DCT,,EET/SBRE0032,,,
AZU9095,040825,040825,1,SBKP,1115,SBSL,0305,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0446F380 ISMOB UZ26 BIXAN | N0450F390 DCT EGDUP DCT NECTO DCT KILAB DCT KOKBO DCT ISKAB DCT,,EET/SBRE0127,,,
AZU9098,060825,060825,3,SBKP,1120,SBSL,0305,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0446F380 ISMOB UZ26 BIXAN | N0450F390 DCT EGDUP DCT NECTO DCT KILAB DCT KOKBO DCT ISKAB DCT,,EET/SBRE0127,,,
AZU9132,020825,020825,6,SBKP,2025,SBPS,0132,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0459F370 KONVI UZ23 KIBAP DCT NITLU UZ16 OSUNO,,EET/SBBS0042,,,
AZU9142,020825,020825,6,SBKP,1145,SBJP,0253,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0451F390 KONVI UZ23 ANBEX DCT,,EET/SBRE0109,,,
AZU9152,030825,030825,7,SBCF,1830,SBSG,0220,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0443F390 ILPIR UZ72 EDNES UN866 DIMOD DCT TOSAD,,EET/SBRE0032,,,
AZU9156,020825,020825,6,SBKP,2005,SBSV,0157,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0465F390 KONVI UZ23 EDNOB,,EET/SBRE0052,,,
AZU9158,030825,030825,7,SBCF,2100,SBKP,0057,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0410F380 ANDEM UZ30 ENTIT,,,,,
AZU9159,030825,030825,7,SBKP,2215,SBCF,0048,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0457F290 KONVI UZ23 KIBAP,,,,,
AZU9500,040825,040825,1,SBCF,0230,SBKP,0057,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0410F380 ANDEM UZ30 ENTIT,,,,,
AZU9501,020825,020825,6,SBKP,1940,SBCF,0048,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0457F290 KONVI UZ23 KIBAP,,,,,
AZU9576,040825,040825,1,SBCF,1555,SBCJ,0214,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0452F380 GIMPO DCT ISINA UL576 OPNUP DCT,,EET/SBAZ0134,,,
AZU9578,010825,010825,5,SBCF,1210,SBCJ,0214,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0452F380 GIMPO DCT ISINA UL576 OPNUP DCT,,EET/SBAZ0134,,,
AZU9600,040825,040825,1,SBKP,0040,SBCF,0048,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0457F290 KONVI UZ23 KIBAP,,,,,
AZU9601,020825,020825,6,SBCF,2130,SBKP,0057,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0410F380 ANDEM UZ30 ENTIT,,,,,
GLO1071,050825,050825,2,SBGR,0150,SBAR,0221,IS,B738/M,SW/C,EQPT/SDFGIKRWY,PBN/B1C1D1O1S2, | N0452F370 VUMEV UZ14 ESMOX DCT,,EET/SBRE0056,,,
GLO1071,060825,060825,3,SBGR,0150,SBAR,0221,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0452F370 VUMEV UZ14 ESMOX DCT,,EET/SBRE0056,,,
GLO1115,310725,310725,4,SBPJ,0940,SBBR,0101,IS,B738/M,SW/C,EQPT/SDFGIKRWY,PBN/B1C1D1O1S2, | N0449F350 EGDOD UZ26 PADIL,,,,,
GLO1115,010825,020825,56,SBPJ,0920,SBBR,0101,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0449F350 EGDOD UZ26 PADIL,,,,,
GLO1143,310725,310725,4,SBDN,1710,SBSP,0054,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0432F310 TOPUX DCT ESILO UZ65 EDMOX DCT UTLOT,,EET/SBBS0018,,,
GLO1143,040825,060825,123,SBDN,1710,SBSP,0054,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0432F310 TOPUX DCT ESILO UZ65 EDMOX DCT UTLOT,,EET/SBBS0018,,,
GLO1143,010825,010825,5,SBDN,1730,SBSP,0054,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0432F310 TOPUX DCT ESILO UZ65 EDMOX DCT UTLOT,,EET/SBBS0018,,,
GLO1143,030825,030825,7,SBDN,1700,SBSP,0054,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0432F310 TOPUX DCT ESILO UZ65 EDMOX DCT UTLOT,,EET/SBBS0018,,,
GLO1146,060825,060825,3,SBGR,1140,SBJE,0309,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0447F370 NUXEL UZ23 UTLEV UZ88 DABDO DCT ISOTI DCT ILBEM DCT,,EET/SBRE0110,,,
GLO1146,020825,020825,6,SBGR,1140,SBJE,0309,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0447F370 NUXEL UZ23 UTLEV UZ88 DABDO DCT ISOTI DCT ILBEM DCT,,EET/SBRE0110,,,
GLO1146,310725,010825,45,SBGR,1215,SBJE,0309,IS,B738/M,SW/C,EQPT/SDFGIKRWY,PBN/B1C1D1O1S2, | N0447F370 NUXEL UZ23 UTLEV UZ88 DABDO DCT ISOTI DCT ILBEM DCT,,EET/SBRE0110,,,
GLO1146,040825,040825,1,SBGR,1140,SBJE,0309,IS,B738/M,SW/C,EQPT/SDFGIKRWY,PBN/B1C1D1O1S2, | N0447F370 NUXEL UZ23 UTLEV UZ88 DABDO DCT ISOTI DCT ILBEM DCT,,EET/SBRE0110,,,
GLO1146,030825,030825,7,SBGR,1215,SBJE,0309,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0447F370 NUXEL UZ23 UTLEV UZ88 DABDO DCT ISOTI DCT ILBEM DCT,,EET/SBRE0110,,,
GLO1151,030825,030825,7,SBGO,0955,SBBR,0022,IS,B738/M,SW/C,EQPT/SDFGIKRWY,PBN/B1C1D1O1S2, | N0300F190 LODUV Z15 PAJEM DCT,,,,,
GLO1152,030825,030825,7,SBGR,0955,SBRF,0247,IS,B737/M,SW/C,EQPT/SDFGIKRWY,PBN/B1C1D1O1S2, | N0453F370 VUMEV UZ14 AKPAS DCT ANBEX,,EET/SBRE0055,,,
GLO1169,040825,060825,123,SBPJ,0900,SBBR,0101,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0449F350 EGDOD UZ26 PADIL,,,,,
GLO1173,310725,060825,1234567,SBKP,2055,SBBR,0116,IS,B738/M,SW/C,EQPT/SDFGIKRWY,PBN/B1C1D1O1S2, | N0441F380 ISMOB UZ26 AZOIC,,,,,
GLO1182,040825,040825,1,SBBR,1140,SBRB,0311,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0463F340 PABUM UZ98 BUVKI UZ76 ESMAL DCT,,EET/SBAZ0101,,,
GLO1182,010825,010825,5,SBBR,1140,SBRB,0311,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0463F340 PABUM UZ98 BUVKI UZ76 ESMAL DCT,,EET/SBAZ0101,,,
GLO1182,060825,060825,3,SBBR,1140,SBRB,0311,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0463F340 PABUM UZ98 BUVKI UZ76 ESMAL DCT,,EET/SBAZ0101,,,
GLO1182,030825,030825,7,SBBR,1140,SBRB,0311,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0463F340 PABUM UZ98 BUVKI UZ76 ESMAL DCT,,EET/SBAZ0101,,,
GLO1184,040825,040825,1,SBSP,1215,SBCF,0053,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0441F350 NUXEL UZ23 KIBAP,,,,,
GLO1184,310725,010825,45,SBSP,1200,SBCF,0053,IS,B738/M,SW/C,EQPT/SDFGIKRWY,PBN/B1C1D1O1S2, | N0441F350 NUXEL UZ23 KIBAP,,,,,
GLO1184,060825,060825,3,SBSP,1215,SBCF,0053,IS,B737/M,SW/C,EQPT/SDFGIKRWY,PBN/B1C1D1O1S2, | N0441F350 NUXEL UZ23 KIBAP,,,,,
GLO1184,050825,050825,2,SBSP,1215,SBCF,0053,IS,B738/M,SW/C,EQPT/SDFGIKRWY,PBN/B1C1D1O1S2, | N0441F350 NUXEL UZ23 KIBAP,,,,,
GLO1184,020825,020825,6,SBSP,1200,SBCF,0053,IS,B737/M,SW/C,EQPT/SDFGIKRWY,PBN/B1C1D1O1S2, | N0441F350 NUXEL UZ23 KIBAP,,,,,
GLO1206,050825,050825,2,SBSP,1325,SBPS,0132,IS,B738/M,SW/C,EQPT/SDFGIKRWY,PBN/B1C1D1O1S2, | N0448F370 VUMEV UZ14 KALOP DCT PULKU DCT OSUNO,,EET/SBRE0052,,,
GLO1206,030825,030825,7,SBSP,1325,SBPS,0132,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0448F370 VUMEV UZ14 KALOP DCT PULKU DCT OSUNO,,EET/SBRE0052,,,
GLO1206,020825,020825,6,SBSP,1330,SBPS,0132,IS,B738/M,SW/C,EQPT/SDFGIKRWY,PBN/B1C1D1O1S2, | N0448F370 VUMEV UZ14 KALOP DCT PULKU DCT OSUNO,,EET/SBRE0052,,,
GLO1206,310725,310725,4,SBSP,1325,SBPS,0132,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0448F370 VUMEV UZ14 KALOP DCT PULKU DCT OSUNO,,EET/SBRE0052,,,
GLO1206,010825,010825,5,SBSP,1325,SBPS,0132,IS,B738/M,SW/C,EQPT/SDFGIKRWY,PBN/B1C1D1O1S2, | N0448F370 VUMEV UZ14 KALOP DCT PULKU DCT OSUNO,,EET/SBRE0052,,,
GLO1206,060825,060825,3,SBSP,1325,SBPS,0132,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0448F370 VUMEV UZ14 KALOP DCT PULKU DCT OSUNO,,EET/SBRE0052,,,
GLO1206,040825,040825,1,SBSP,1320,SBPS,0132,IS,B738/M,SW/C,EQPT/SDFGIKRWY,PBN/B1C1D1O1S2, | N0448F370 VUMEV UZ14 KALOP DCT PULKU DCT OSUNO,,EET/SBRE0052,,,
GLO1210,020825,020825,6,SBSP,1000,SBPS,0132,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0448F370 VUMEV UZ14 KALOP DCT PULKU DCT OSUNO,,EET/SBRE0052,,,
GLO1231,050825,060825,23,SBGO,2020,SBSP,0118,IS,B738/M,SW/C,EQPT/SDFGIKRWY,PBN/B1C1D1O1S2, | N0440F360 ESBOD DCT ISISA DCT UTLOT,,,,,
GLO1232,310725,010825,45,SBBR,1500,SBSV,0134,IS,B738/M,SW/C,EQPT/SDFGIKRWY,PBN/B1C1D1O1S2, | N0444F370 UGTAK UZ19 DOTBI,,EET/SBRE0032,,,
GLO1232,050825,060825,23,SBBR,1500,SBSV,0134,IS,B738/M,SW/C,EQPT/SDFGIKRWY,PBN/B1C1D1O1S2, | N0444F370 UGTAK UZ19 DOTBI,,EET/SBRE0032,,,
GLO1232,030825,040825,17,SBBR,1500,SBSV,0134,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0444F370 UGTAK UZ19 DOTBI,,EET/SBRE0032,,,
GLO1246,060825,060825,3,SBBR,0035,SBRB,0311,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0463F340 PABUM UZ98 BUVKI UZ76 ESMAL DCT,,EET/SBAZ0101,,,
GLO1246,020825,020825,6,SBBR,2350,SBRB,0311,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0463F340 PABUM UZ98 BUVKI UZ76 ESMAL DCT,,EET/SBAZ0101,,,
GLO1246,010825,010825,5,SBBR,0030,SBRB,0311,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0463F340 PABUM UZ98 BUVKI UZ76 ESMAL DCT,,EET/SBAZ0101,,,
GLO1254,030825,030825,7,SBSP,0015,SBSG,0257,IS,B738/M,SW/C,EQPT/SDFGIKRWY,PBN/B1C1D1O1S2, | N0445F370 NUXEL UZ23 BISUD DCT BHZ DCT DOSVU UZ72 TOGUN,,EET/SBRE0055,,,
GLO1254,310725,010825,45,SBSP,0010,SBSG,0257,IS,B38M/M,SW/C,EQPT/SDFGIJ4J5J7KRWY,PBN/B1C1D1O1S2, | N0445F370 NUXEL UZ23 BISUD DCT BHZ DCT DOSVU UZ72 TOGUN,,EET/SBRE0055,,,
