callsign,valid_from,valid_to,days,origin,departure_time,destination,flight_time,flight_rules,aircraft_type,rvsm,equipment,pbn,route,alt,eet,performance,operator,remark
TAM3556,030825,030825,7,SBGR,1900,SBCF,0055,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 NUXEL UZ23 KIBAP,,,,,RMK/TCAS
TAM3556,310725,310725,4,SBGR,1910,SBCF,0055,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 NUXEL UZ23 KIBAP,,,,,RMK/TCAS
TAM3556,060825,060825,3,SBGR,1935,SBCF,0055,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 NUXEL UZ23 KIBAP,,,,,RMK/TCAS
TAM3556,020825,020825,6,SBGR,2255,SBCF,0055,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 NUXEL UZ23 KIBAP,,,,,RMK/TCAS
TAM3556,010825,010825,5,SBGR,1910,SBCF,0055,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 NUXEL UZ23 KIBAP,,,,,RMK/TCAS
TAM3556,040825,040825,1,SBGR,1910,SBCF,0055,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 NUXEL UZ23 KIBAP,,,,,RMK/TCAS
TAM3556,050825,050825,2,SBGR,1910,SBCF,0055,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F330 NUXEL UZ23 KIBAP,,,,,RMK/TCAS
TAM3557,060825,060825,3,SBCF,2250,SBGR,0105,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 PUDVA UZ21 VUNOX,,,,,RMK/TCAS
TAM3557,050825,050825,2,SBCF,2250,SBGR,0105,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 PUDVA UZ21 VUNOX,,,,,RMK/TCAS
TAM3557,010825,010825,5,SBCF,2300,SBGR,0105,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 PUDVA UZ21 VUNOX,,,,,RMK/TCAS
TAM3557,030825,030825,7,SBCF,2135,SBGR,0105,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 PUDVA UZ21 VUNOX,,,,,RMK/TCAS
TAM3557,040825,040825,1,SBCF,2300,SBGR,0105,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 PUDVA UZ21 VUNOX,,,,,RMK/TCAS
TAM3557,020825,020825,6,SBCF,2255,SBGR,0105,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 PUDVA UZ21 VUNOX,,,,,RMK/TCAS
TAM3557,310725,310725,4,SBCF,2300,SBGR,0105,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 PUDVA UZ21 VUNOX,,,,,RMK/TCAS
TAM3560,040825,040825,1,SBGR,1035,SBEG,0340,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU DCT OPNUS UM417 ESLID DCT PUDKA DCT MATNA DCT IRUMO | N0450F250 DCT,,EET/SBAZ0147,,,RMK/TCAS
TAM3560,060825,060825,3,SBGR,1035,SBEG,0340,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU DCT OPNUS UM417 ESLID DCT PUDKA DCT MATNA DCT IRUMO | N0450F250 DCT,,EET/SBAZ0147,,,RMK/TCAS
TAM3560,310725,310725,4,SBGR,1050,SBEG,0340,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU DCT OPNUS UM417 ESLID DCT PUDKA DCT MATNA DCT IRUMO | N0450F250 DCT,,EET/SBAZ0147,,,RMK/TCAS
TAM3560,010825,010825,5,SBGR,1045,SBEG,0340,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU DCT OPNUS UM417 ESLID DCT PUDKA DCT MATNA DCT IRUMO | N0450F250 DCT,,EET/SBAZ0147,,,RMK/TCAS
TAM3560,030825,030825,7,SBGR,1045,SBEG,0340,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU DCT OPNUS UM417 ESLID DCT PUDKA DCT MATNA DCT IRUMO | N0450F250 DCT,,EET/SBAZ0147,,,RMK/TCAS
TAM3560,020825,020825,6,SBGR,1035,SBEG,0340,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU DCT OPNUS UM417 ESLID DCT PUDKA DCT MATNA DCT IRUMO | N0450F250 DCT,,EET/SBAZ0147,,,RMK/TCAS
TAM3560,050825,050825,2,SBGR,1035,SBEG,0340,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU DCT OPNUS UM417 ESLID DCT PUDKA DCT MATNA DCT IRUMO | N0450F250 DCT,,EET/SBAZ0147,,,RMK/TCAS
TAM3561,310725,310725,4,SBCF,0815,SBGR,0105,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 PUDVA UZ21 VUNOX,,,,,RMK/TCAS
TAM3561,060825,060825,3,SBCF,0840,SBGR,0105,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 PUDVA UZ21 VUNOX,,,,,RMK/TCAS
TAM3561,010825,010825,5,SBCF,0815,SBGR,0105,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 PUDVA UZ21 VUNOX,,,,,RMK/TCAS
TAM3561,030825,030825,7,SBCF,0815,SBGR,0105,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 PUDVA UZ21 VUNOX,,,,,RMK/TCAS
TAM3561,040825,040825,1,SBCF,0815,SBGR,0105,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 PUDVA UZ21 VUNOX,,,,,RMK/TCAS
TAM3561,020825,020825,6,SBCF,0815,SBGR,0105,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 PUDVA UZ21 VUNOX,,,,,RMK/TCAS
TAM3561,050825,050825,2,SBCF,0840,SBGR,0105,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 PUDVA UZ21 VUNOX,,,,,RMK/TCAS
TAM3562,050825,050825,2,SBGR,2255,SBEG,0340,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU DCT OPNUS UM417 ESLID DCT PUDKA DCT MATNA DCT IRUMO | N0450F250 DCT,,EET/SBAZ0147,,,RMK/TCAS
TAM3562,010825,010825,5,SBGR,2305,SBEG,0340,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU DCT OPNUS UM417 ESLID DCT PUDKA DCT MATNA DCT IRUMO | N0450F250 DCT,,EET/SBAZ0147,,,RMK/TCAS
TAM3562,030825,030825,7,SBGR,2155,SBEG,0340,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU DCT OPNUS UM417 ESLID DCT PUDKA DCT MATNA DCT IRUMO | N0450F250 DCT,,EET/SBAZ0147,,,RMK/TCAS
TAM3562,020825,020825,6,SBGR,2155,SBEG,0340,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU DCT OPNUS UM417 ESLID DCT PUDKA DCT MATNA DCT IRUMO | N0450F250 DCT,,EET/SBAZ0147,,,RMK/TCAS
TAM3562,060825,060825,3,SBGR,2250,SBEG,0340,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU DCT OPNUS UM417 ESLID DCT PUDKA DCT MATNA DCT IRUMO | N0450F250 DCT,,EET/SBAZ0147,,,RMK/TCAS
TAM3562,310725,310725,4,SBGR,2315,SBEG,0340,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU DCT OPNUS UM417 ESLID DCT PUDKA DCT MATNA DCT IRUMO | N0450F250 DCT,,EET/SBAZ0147,,,RMK/TCAS
TAM3562,040825,040825,1,SBGR,2300,SBEG,0340,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU DCT OPNUS UM417 ESLID DCT PUDKA DCT MATNA DCT IRUMO | N0450F250 DCT,,EET/SBAZ0147,,,RMK/TCAS
TAM3566,010825,010825,5,SBGR,0250,SBCY,0200,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UL201 PANAB DCT RODAD UM775 SINIP,,EET/SBAZ0129,,,RMK/TCAS
TAM3566,310725,310725,4,SBGR,0250,SBCY,0200,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UL201 PANAB DCT RODAD UM775 SINIP,,EET/SBAZ0129,,,RMK/TCAS
TAM3568,050825,050825,2,SBGR,1625,SBPV,0330,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UL201 PANAB DCT RODAD DCT ISUGO DCT DIKAL DCT,,EET/SBAZ0129,,,RMK/TCAS
TAM3568,020825,020825,6,SBGR,1625,SBPV,0330,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UL201 PANAB DCT RODAD DCT ISUGO DCT DIKAL DCT,,EET/SBAZ0129,,,RMK/TCAS
TAM3568,060825,060825,3,SBGR,1625,SBPV,0330,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UL201 PANAB DCT RODAD DCT ISUGO DCT DIKAL DCT,,EET/SBAZ0129,,,RMK/TCAS
TAM3568,010825,010825,5,SBGR,1625,SBPV,0330,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UL201 PANAB DCT RODAD DCT ISUGO DCT DIKAL DCT,,EET/SBAZ0129,,,RMK/TCAS
TAM3568,030825,030825,7,SBGR,1625,SBPV,0330,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UL201 PANAB DCT RODAD DCT ISUGO DCT DIKAL DCT,,EET/SBAZ0129,,,RMK/TCAS
TAM3568,040825,040825,1,SBGR,1625,SBPV,0330,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UL201 PANAB DCT RODAD DCT ISUGO DCT DIKAL DCT,,EET/SBAZ0129,,,RMK/TCAS
TAM3568,310725,310725,4,SBGR,1625,SBPV,0330,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UL201 PANAB DCT RODAD DCT ISUGO DCT DIKAL DCT,,EET/SBAZ0129,,,RMK/TCAS
TAM3572,060825,060825,3,SBBR,1525,SBPJ,0100,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 ILKUS UZ26 LIBEC,,,,,RMK/TCAS
TAM3572,010825,010825,5,SBBR,1525,SBPJ,0100,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 ILKUS UZ26 LIBEC,,,,,RMK/TCAS
TAM3572,050825,050825,2,SBBR,1525,SBPJ,0100,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 ILKUS UZ26 LIBEC,,,,,RMK/TCAS
TAM3572,030825,030825,7,SBBR,1540,SBPJ,0100,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 ILKUS UZ26 LIBEC,,,,,RMK/TCAS
TAM3572,020825,020825,6,SBBR,1540,SBPJ,0100,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 ILKUS UZ26 LIBEC,,,,,RMK/TCAS
TAM3572,040825,040825,1,SBBR,1525,SBPJ,0100,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 ILKUS UZ26 LIBEC,,,,,RMK/TCAS
TAM3572,310725,310725,4,SBBR,1525,SBPJ,0100,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 ILKUS UZ26 LIBEC,,,,,RMK/TCAS
TAM3573,010825,010825,5,SBPJ,1720,SBBR,0105,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 EGDOD UZ26 PADIL,,,,,RMK/TCAS
TAM3573,030825,030825,7,SBPJ,1735,SBBR,0105,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 EGDOD UZ26 PADIL,,,,,RMK/TCAS
TAM3573,040825,040825,1,SBPJ,1720,SBBR,0105,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 EGDOD UZ26 PADIL,,,,,RMK/TCAS
TAM3573,060825,060825,3,SBPJ,1720,SBBR,0105,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 EGDOD UZ26 PADIL,,,,,RMK/TCAS
TAM3573,050825,050825,2,SBPJ,1720,SBBR,0105,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 EGDOD UZ26 PADIL,,,,,RMK/TCAS
TAM3573,020825,020825,6,SBPJ,1735,SBBR,0105,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 EGDOD UZ26 PADIL,,,,,RMK/TCAS
TAM3573,310725,310725,4,SBPJ,1720,SBBR,0105,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 EGDOD UZ26 PADIL,,,,,RMK/TCAS
TAM3581,310725,310725,4,SBSP,1800,SBBR,0125,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UZ25 PABIN,,,,,RMK/TCAS
TAM3581,060825,060825,3,SBSP,1800,SBBR,0125,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UZ25 PABIN,,,,,RMK/TCAS
TAM3581,040825,040825,1,SBSP,1800,SBBR,0125,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UZ25 PABIN,,,,,RMK/TCAS
TAM3581,010825,010825,5,SBSP,1800,SBBR,0125,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UZ25 PABIN,,,,,RMK/TCAS
TAM3581,050825,050825,2,SBSP,1800,SBBR,0125,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UZ25 PABIN,,,,,RMK/TCAS
TAM3588,010825,010825,5,SBGR,1105,SBIZ,0250,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 URALU | N0450F330 DCT,,EET/SBAZ0205,,,RMK/TCAS
TAM3588,050825,050825,2,SBGR,1105,SBIZ,0250,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 URALU | N0450F330 DCT,,EET/SBAZ0205,,,RMK/TCAS
TAM3588,020825,020825,6,SBGR,1030,SBIZ,0250,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 URALU | N0450F330 DCT,,EET/SBAZ0205,,,RMK/TCAS
TAM3598,050825,050825,2,SBGR,0120,SBSV,0200,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 ZUMBA,,EET/SBBS0010,,,RMK/TCAS
TAM3598,060825,060825,3,SBGR,0120,SBSV,0200,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 ZUMBA,,EET/SBRE0056,,,RMK/TCAS
TAM3598,010825,010825,5,SBGR,0120,SBSV,0200,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 ZUMBA,,EET/SBRE0056,,,RMK/TCAS
TAM3598,310725,310725,4,SBGR,0120,SBSV,0200,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 ZUMBA,,EET/SBRE0056,,,RMK/TCAS
TAM3598,020825,020825,6,SBGR,0120,SBSV,0200,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 ZUMBA,,EET/SBRE0056,,,RMK/TCAS
TAM3598,040825,040825,1,SBGR,0105,SBSV,0200,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 ZUMBA,,EET/SBRE0056,,,RMK/TCAS
TAM3598,030825,030825,7,SBGR,0120,SBSV,0200,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 VUMEV UZ14 ZUMBA,,EET/SBRE0056,,,RMK/TCAS
TAM3609,050825,050825,2,SBSP,1205,SBBR,0125,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UZ25 PABIN,,,,,RMK/TCAS
TAM3609,030825,030825,7,SBSP,1910,SBBR,0125,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UZ25 PABIN,,,,,RMK/TCAS
TAM3609,020825,020825,6,SBSP,1110,SBBR,0125,IS,A319/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UZ25 PABIN,,,,,RMK/TCAS
TAM3609,040825,040825,1,SBSP,1205,SBBR,0125,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UZ25 PABIN,,,,,RMK/TCAS
TAM3609,010825,010825,5,SBSP,1205,SBBR,0125,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UZ25 PABIN,,,,,RMK/TCAS
TAM3609,060825,060825,3,SBSP,1205,SBBR,0125,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UZ25 PABIN,,,,,RMK/TCAS
TAM3609,310725,310725,4,SBSP,1205,SBBR,0125,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UZ25 PABIN,,,,,RMK/TCAS
TAM3610,310725,310725,4,SBGR,1025,SBPJ,0210,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 LIBEC,,,,,RMK/TCAS
TAM3610,010825,010825,5,SBGR,1025,SBPJ,0210,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 LIBEC,,,,,RMK/TCAS
TAM3610,060825,060825,3,SBGR,1020,SBPJ,0210,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 LIBEC,,,,,RMK/TCAS
TAM3610,050825,050825,2,SBGR,1025,SBPJ,0210,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 LIBEC,,,,,RMK/TCAS
TAM3610,020825,020825,6,SBGR,1020,SBPJ,0210,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 LIBEC,,,,,RMK/TCAS
TAM3610,030825,030825,7,SBGR,1025,SBPJ,0210,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 LIBEC,,,,,RMK/TCAS
TAM3610,040825,040825,1,SBGR,1020,SBPJ,0210,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 LIBEC,,,,,RMK/TCAS
TAM3611,040825,040825,1,SBPJ,1330,SBGR,0215,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 EGDOD UZ26 ILKUS UZ38 VUNOX,,,,,RMK/TCAS
TAM3611,030825,030825,7,SBPJ,1330,SBGR,0215,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 EGDOD UZ26 ILKUS UZ38 VUNOX,,,,,RMK/TCAS
TAM3611,010825,010825,5,SBPJ,1330,SBGR,0215,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 EGDOD UZ26 ILKUS UZ38 VUNOX,,,,,RMK/TCAS
TAM3611,020825,020825,6,SBPJ,1330,SBGR,0215,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 EGDOD UZ26 ILKUS UZ38 VUNOX,,,,,RMK/TCAS
TAM3611,050825,050825,2,SBPJ,1330,SBGR,0215,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 EGDOD UZ26 ILKUS UZ38 VUNOX,,,,,RMK/TCAS
TAM3611,310725,310725,4,SBPJ,1330,SBGR,0215,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 EGDOD UZ26 ILKUS UZ38 VUNOX,,,,,RMK/TCAS
TAM3611,060825,060825,3,SBPJ,1330,SBGR,0215,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F350 EGDOD UZ26 ILKUS UZ38 VUNOX,,,,,RMK/TCAS
TAM3612,040825,040825,1,SBGR,1545,SBSL,0315,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 SEKPO | N0450F350 DCT KADAG UZ2 SLI DCT,,EET/SBRE0144,,,RMK/TCAS
TAM3612,020825,020825,6,SBGR,1545,SBSL,0315,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 SEKPO | N0450F350 DCT KADAG UZ2 SLI DCT,,EET/SBRE0144,,,RMK/TCAS
TAM3612,060825,060825,3,SBGR,1545,SBSL,0315,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 SEKPO | N0450F350 DCT KADAG UZ2 SLI DCT,,EET/SBRE0144,,,RMK/TCAS
TAM3612,010825,010825,5,SBGR,1610,SBSL,0315,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 SEKPO | N0450F350 DCT KADAG UZ2 SLI DCT,,EET/SBRE0144,,,RMK/TCAS
TAM3612,030825,030825,7,SBGR,1530,SBSL,0315,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 SEKPO | N0450F350 DCT KADAG UZ2 SLI DCT,,EET/SBRE0144,,,RMK/TCAS
TAM3612,310725,310725,4,SBGR,1540,SBSL,0315,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 SEKPO | N0450F350 DCT KADAG UZ2 SLI DCT,,EET/SBRE0144,,,RMK/TCAS
TAM3612,050825,050825,2,SBGR,1545,SBSL,0315,IS,A321/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 UKBEV UZ26 SEKPO | N0450F350 DCT KADAG UZ2 SLI DCT,,EET/SBRE0144,,,RMK/TCAS
TAM3616,310725,310725,4,SBSP,2120,SBGO,0125,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UZ25 CORVO,,,,,RMK/TCAS
TAM3616,050825,050825,2,SBSP,2120,SBGO,0125,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UZ25 CORVO,,,,,RMK/TCAS
TAM3616,060825,060825,3,SBSP,2120,SBGO,0125,IS,A320/M,SW/C,EQPT/SDE2FGHIM1RWXYZ,PBN/A1B1C1D1L1O2S2, | N0450F340 GERTU UZ25 CORVO,,,,,RMK/TCAS
